Unnamed: 0,station,sample number,longitude (° E),latitude (°N),Cr(mg/kg),Cu(mg/kg),Zn(mg/kg),As(mg/kg),Cd(mg/kg),Pb(mg/kg),Hg(mg/kg),Ni(mg/kg),Al2O3 (%),clay (%),silt (%),sand (%),"mean grain size(Mz, Φ)",water depth (m)
,579,BC579,118.54,38.93,77.575,37.527,108.717,12.683,0.415,20.679,0.176,27.677,9.636,55.99,0.38,43.63,4.46,25.27
,580,BC580,118.35,38.67,116.801,42.134,106.3,4.824,0.222,27.997,0.1,39.262,11.921,63.79,1.43,34.78,4.47,22.94
,581,BC581,118.64,38.87,41.2,21.268,126.466,4.806,0.04,26.511,0.082,28.975,11.944,8.46,74.39,17.15,4.7,24.85
,582,BC582,118.81,38.85,73.725,37.996,126.584,8.171,0.164,19.898,0.091,57.569,12.48,26.14,46.15,27.71,3.59,30.28
,583,BC583,118.96,38.92,60.685,34.349,105.921,9.985,0.198,25.16,0.061,29.552,11.981,99.96,0.04,0.0,7.62,29.96
,584,BC584,118.92,38.87,104.336,47.203,101.052,6.336,0.271,31.98,0.14,7.1,9.738,88.12,5.55,6.33,7.59,36.04
,585,BC585,118.26,38.82,135.537,21.211,72.442,6.643,0.09,25.25,0.184,53.16,12.295,98.86,0.01,1.13,4.39,24.31
,586,BC586,118.63,38.8,31.854,48.01,126.584,4.806,0.395,27.832,0.154,38.807,11.744,94.43,3.69,1.88,3.23,30.14
,587,BC587,118.97,38.72,99.263,43.403,107.802,17.233,0.39,22.567,0.162,22.802,12.677,100.0,0.0,0.0,5.3,34.7
,588,BC588,118.26,38.67,41.529,31.449,97.218,16.058,0.525,24.182,0.182,41.97,12.434,55.61,1.72,42.67,7.23,18.76
,589,BC589,118.83,38.8,84.851,39.362,99.192,4.806,0.337,28.39,0.192,43.918,12.753,0.01,99.99,0.0,6.63,21.83
,590,BC590,118.77,38.96,52.359,48.513,18.347,12.296,0.404,24.929,0.145,51.791,12.389,97.27,0.02,2.71,7.18,25.33
,591,BC591,118.96,38.98,131.95,31.251,111.181,4.806,0.389,14.161,0.05,46.166,11.851,97.61,0.7,1.69,5.23,23.48
,592,BC592,118.77,38.82,68.252,47.231,108.732,4.806,0.13,22.253,0.067,54.314,12.431,68.51,16.03,15.46,2.65,29.07
,593,BC593,118.26,38.98,106.0,38.629,98.158,7.685,0.178,16.139,0.102,45.404,9.1,96.65,2.74,0.6,4.94,29.33
,594,BC594,118.89,38.81,79.444,38.467,72.873,14.178,0.34,32.922,0.126,16.628,6.86,1.47,50.8,47.73,6.17,22.01
,595,BC595,118.26,38.9,31.063,34.147,77.868,8.572,0.297,16.937,0.021,29.503,12.439,24.05,17.49,58.46,6.57,25.39
,596,BC596,118.41,38.89,22.992,38.847,91.354,6.118,0.448,31.719,0.199,147.0,13.103,61.33,7.74,30.93,7.26,23.66
,597,BC597,118.26,38.98,108.441,44.585,73.58,4.806,0.165,20.115,0.168,27.478,11.992,100.0,0.0,0.0,2.75,31.21
,598,BC598,118.79,38.98,125.257,47.03,94.538,15.08,0.342,16.377,0.199,59.796,12.276,96.97,0.03,3.01,4.22,25.53
,599,BC599,118.51,38.77,109.902,35.088,110.932,16.035,0.133,30.06,0.136,42.221,12.084,0.0,100.0,0.0,5.53,33.77
,600,BC600,118.8,38.98,23.44,23.026,101.681,10.345,0.423,31.834,0.049,57.599,12.165,100.0,0.0,0.0,3.7,17.46
,601,BC601,118.86,38.98,109.836,19.486,125.191,5.866,0.139,26.803,0.189,15.983,12.673,89.45,0.14,10.41,3.87,35.3
,602,BC602,118.59,38.93,52.646,45.481,126.584,15.108,0.218,29.301,0.123,59.58,12.058,0.0,100.0,0.0,6.84,29.23
,603,BC603,118.79,38.98,19.465,28.032,126.584,4.806,0.445,27.357,0.07,28.153,12.053,98.19,0.06,1.75,3.44,31.29
,604,BC604,118.62,38.9,100.898,34.835,97.66,14.805,0.457,16.679,0.15,60.475,12.301,100.0,0.0,0.0,6.93,28.44
,605,BC605,118.43,38.8,61.797,40.238,72.523,11.876,0.081,26.669,0.1,46.976,11.742,74.22,0.23,25.56,7.15,25.89
,606,BC606,118.26,38.68,123.461,33.177,126.584,10.03,0.296,22.726,0.194,59.914,9.523,30.1,0.61,69.28,7.37,30.04
,607,BC607,118.7,38.9,108.562,46.331,91.072,9.403,0.423,34.79,0.198,18.584,11.571,99.55,0.01,0.44,2.39,29.85
,608,BC608,118.7,38.98,80.92,16.681,115.794,4.806,0.228,28.356,0.118,59.541,12.656,99.08,0.34,0.58,6.46,30.78
,609,BC609,118.26,38.93,90.973,48.331,72.496,14.629,0.494,16.275,0.014,34.833,9.309,94.19,0.05,5.76,5.18,26.15
,610,BC610,118.69,38.98,86.85,37.49,77.767,12.885,0.041,27.546,0.152,33.355,11.367,100.0,0.0,0.0,6.29,24.4
,611,BC611,118.51,38.81,78.654,31.961,105.065,7.074,0.136,22.461,0.151,51.182,12.132,100.0,0.0,0.0,7.14,23.91
,612,BC612,118.36,38.84,130.08,41.619,114.861,6.059,0.451,26.794,0.106,27.925,11.991,84.63,1.51,13.86,3.71,26.48
,613,BC613,118.99,38.85,78.838,29.413,66.025,9.507,0.484,31.412,0.137,41.485,12.127,0.0,100.0,0.0,4.55,31.0
,614,BC614,118.77,38.86,36.865,44.413,112.411,4.806,0.278,16.54,0.112,60.657,9.982,100.0,0.0,0.0,3.29,32.85
,615,BC615,118.99,38.83,38.829,33.174,75.562,5.662,0.323,17.413,0.199,57.936,12.65,57.96,38.23,3.8,7.1,24.87
,616,BC616,118.31,38.78,62.244,49.879,64.517,14.001,0.35,23.309,0.191,31.729,7.219,100.0,0.0,0.0,3.06,28.5
,617,BC617,118.94,38.96,93.656,31.482,126.584,11.316,0.154,14.161,0.109,40.476,11.655,99.26,0.01,0.73,5.37,33.54
,618,BC618,118.87,38.81,40.921,37.517,107.717,7.642,0.523,21.227,0.194,57.33,12.178,5.52,16.49,77.99,6.85,23.53
,619,BC619,118.71,38.8,87.371,16.216,123.076,12.548,0.424,32.582,0.124,55.049,11.742,95.14,0.04,4.81,7.23,32.47
,620,BC620,118.51,38.75,94.39,9.853,94.318,12.746,0.264,25.962,0.061,41.146,12.903,0.0,100.0,0.0,7.59,29.18
,621,BC621,118.58,38.98,95.612,33.125,35.671,4.806,0.467,23.066,0.053,60.745,12.176,96.5,1.23,2.27,4.46,33.16
,622,BC622,118.26,38.9,11.326,45.111,113.656,8.38,0.383,32.832,0.136,47.432,10.751,0.0,100.0,0.0,8.23,21.95
,623,BC623,118.73,38.84,35.764,11.86,126.584,5.378,0.421,29.567,0.19,47.24,12.128,96.7,2.17,1.13,6.83,18.35
,624,BC624,118.91,38.88,75.52,48.267,105.034,8.479,0.479,19.847,0.112,41.722,10.674,33.85,1.86,64.29,7.54,25.88
,625,BC625,118.9,38.78,32.948,18.716,126.584,4.806,0.385,14.161,0.016,56.054,12.751,98.0,1.38,0.62,3.66,31.67
,626,BC626,118.69,38.88,125.142,26.135,119.543,10.195,0.132,23.412,0.152,51.291,9.396,0.0,100.0,0.0,2.63,23.1
,627,BC627,118.59,38.87,41.822,17.451,85.934,7.637,0.335,26.558,0.014,47.278,9.153,97.41,0.13,2.45,7.61,31.56
,628,BC628,118.56,38.67,100.281,45.829,69.779,12.78,0.391,19.134,0.176,58.258,11.65,99.09,0.06,0.85,2.98,30.96
,629,BC629,118.95,38.85,64.083,19.546,96.842,5.877,0.391,32.373,0.181,55.832,12.519,0.0,100.0,0.0,6.98,27.97
,630,BC630,118.57,38.74,101.439,40.648,82.942,11.425,0.39,14.161,0.199,16.071,12.539,40.95,59.05,0.0,4.36,34.62
,631,BC631,118.99,38.86,129.434,33.92,123.743,11.505,0.275,20.982,0.073,25.322,11.688,49.16,4.75,46.09,7.11,29.21
,632,BC632,118.97,38.83,71.131,4.418,102.26,7.138,0.325,29.009,0.044,63.337,10.205,40.95,59.05,0.0,7.85,34.19
,633,BC633,118.87,38.7,44.77,20.817,120.243,9.961,0.115,18.334,0.177,32.545,12.606,0.19,97.63,2.18,2.84,21.71
,634,BC634,118.79,38.98,65.862,38.421,103.912,4.806,0.28,20.726,0.191,63.432,9.09,98.46,0.02,1.52,3.48,34.64
,635,BC635,118.81,38.8,113.997,29.828,97.38,4.806,0.489,20.904,0.109,26.759,11.7,100.0,0.0,0.0,7.65,27.56
,636,BC636,118.79,38.98,87.785,44.938,76.658,5.34,0.49,27.312,0.159,25.974,12.646,40.95,59.05,0.0,7.29,23.23
,637,BC637,118.54,38.93,113.007,37.831,54.037,10.936,0.155,19.475,0.138,34.473,11.6,50.86,0.43,48.71,7.12,26.93
,638,BC638,118.71,38.81,129.029,38.69,109.193,11.145,0.287,17.891,0.161,56.314,12.3,85.89,2.51,11.6,7.63,34.76
,639,BC639,118.8,38.93,118.392,37.198,108.89,4.806,0.375,19.343,0.125,54.448,12.865,100.0,0.0,0.0,7.13,33.13
,640,BC640,118.99,38.98,77.563,25.7,76.933,7.683,0.458,20.489,0.035,42.704,12.092,0.0,100.0,0.0,2.51,34.27
,641,BC641,118.49,38.79,16.24,30.588,93.661,6.858,0.346,14.161,0.082,32.836,11.984,0.0,100.0,0.0,5.04,28.3
,642,BC642,118.75,38.97,51.821,21.991,39.811,11.205,0.11,34.425,0.165,55.238,12.193,100.0,0.0,0.0,3.49,27.09
,643,BC643,118.92,38.8,120.119,45.885,126.584,17.413,0.387,33.068,0.145,19.929,11.847,78.64,3.52,17.84,6.79,14.24
,644,BC644,118.95,38.84,67.249,45.11,109.999,25.023,0.189,32.706,0.108,61.958,12.182,98.81,0.15,1.04,4.39,36.04
,645,BC645,118.31,38.88,131.167,40.196,44.061,4.806,0.26,29.025,0.199,19.151,9.506,51.01,1.62,47.38,6.73,34.79
,646,BC646,118.99,38.9,101.554,49.879,122.935,16.122,0.379,14.161,0.156,62.429,12.904,40.95,59.05,0.0,4.37,32.97
,647,BC647,118.46,38.74,91.053,47.458,125.96,15.987,0.435,14.796,0.199,59.728,7.632,0.59,98.56,0.85,7.58,18.21
,648,BC648,118.6,38.67,95.332,33.366,113.625,17.643,0.402,21.533,0.122,54.024,12.432,63.98,2.07,33.95,4.25,23.16
,649,BC649,118.42,38.79,120.826,31.01,62.021,11.365,0.191,29.651,0.162,60.219,9.191,0.0,100.0,0.0,7.1,21.06
,650,BC650,118.67,38.81,46.148,46.167,108.747,4.806,0.359,25.768,0.057,16.613,10.314,92.44,2.3,5.27,2.32,29.31
,651,BC651,118.6,38.82,114.934,35.069,86.86,10.317,0.423,29.329,0.165,52.718,12.907,48.73,46.85,4.42,4.35,15.09
,652,BC652,118.31,38.8,25.676,36.498,71.829,4.806,0.435,30.565,0.199,55.538,9.97,100.0,0.0,0.0,7.48,30.91
,653,BC653,118.71,38.67,59.756,28.408,64.0,7.225,0.226,14.986,0.191,50.097,11.6,25.57,0.73,73.71,6.9,26.76
,654,BC654,118.99,38.98,114.536,43.974,122.276,9.865,0.341,28.424,0.199,62.947,12.356,97.8,0.25,1.95,8.05,26.32
,655,BC655,118.84,38.73,106.469,34.808,62.102,4.806,0.387,33.147,0.114,64.564,11.919,100.0,0.0,0.0,3.08,24.4
,656,BC656,118.59,38.76,28.669,41.229,126.584,8.778,0.334,24.942,0.014,42.724,10.952,0.0,100.0,0.0,2.1,29.5
,657,BC657,118.78,38.97,76.544,16.368,65.684,9.743,0.441,30.82,0.161,34.014,10.431,60.25,20.69,19.06,8.23,28.76
,658,BC658,118.99,38.91,74.494,39.26,79.044,8.026,0.402,27.836,0.055,61.555,12.377,98.17,0.02,1.81,8.18,21.33
,659,BC659,118.86,38.9,34.328,46.787,126.584,6.112,0.468,14.161,0.196,36.795,10.706,0.0,100.0,0.0,6.2,30.42
,660,BC660,118.66,38.88,113.569,3.508,106.964,4.806,0.399,30.784,0.126,35.499,12.62,68.41,25.56,6.03,6.31,31.9
,661,BC661,118.73,38.78,11.326,21.654,112.508,10.836,0.357,17.446,0.026,61.465,11.909,0.0,100.0,0.0,6.71,23.46
,662,BC662,118.92,38.91,91.11,37.961,126.584,5.868,0.302,29.159,0.199,56.917,12.032,8.24,51.37,40.39,4.17,31.91
,663,BC663,118.86,38.98,135.537,49.079,118.253,13.68,0.496,29.869,0.17,55.78,6.25,37.83,1.12,61.05,7.11,31.47
,664,BC664,118.31,38.75,73.838,16.12,126.057,8.647,0.426,22.202,0.195,41.571,12.272,0.0,100.0,0.0,3.0,28.28
,665,BC665,118.26,38.79,50.243,14.474,102.751,4.904,0.303,27.53,0.103,37.585,12.38,86.95,0.25,12.8,4.12,27.04
,666,BC666,118.81,38.77,104.67,14.995,124.235,7.906,0.436,24.716,0.135,63.074,12.537,98.67,0.82,0.51,7.83,34.7
,667,BC667,118.51,38.98,105.925,13.219,105.153,11.1,0.336,15.647,0.182,14.975,12.294,0.0,100.0,0.0,7.15,25.87
,668,BC668,118.48,38.85,49.318,40.913,54.926,4.806,0.464,32.436,0.179,31.219,12.487,100.0,0.0,0.0,6.77,24.22
,669,BC669,118.85,38.83,110.363,39.505,93.77,11.361,0.406,25.333,0.014,39.741,9.466,0.0,100.0,0.0,6.8,19.56
,670,BC670,118.72,38.94,135.537,40.464,126.584,11.323,0.105,15.235,0.183,52.447,13.084,75.76,22.19,2.05,6.99,25.91
,671,BC671,118.65,38.85,89.832,44.034,104.236,6.504,0.404,24.459,0.183,27.755,9.641,7.98,56.56,35.46,3.35,27.65
,672,BC672,118.99,38.7,79.827,43.696,74.935,11.086,0.388,24.522,0.173,44.485,10.922,42.92,41.08,16.0,3.55,32.97
,673,BC673,118.66,38.98,27.409,39.15,91.34,6.304,0.348,14.162,0.014,38.008,11.53,100.0,0.0,0.0,1.4,29.66
,674,BC674,118.58,38.73,116.353,28.007,63.075,5.874,0.305,28.176,0.091,45.343,12.219,79.44,0.18,20.38,4.59,32.36
,675,BC675,118.47,38.85,134.705,47.642,44.531,17.101,0.375,34.425,0.199,40.177,11.964,0.0,100.0,0.0,6.83,26.89
,676,BC676,118.84,38.76,93.068,19.72,119.941,13.208,0.387,28.812,0.199,33.415,11.728,94.11,3.48,2.41,7.05,28.02
,677,BC677,118.59,38.9,107.885,39.953,108.56,5.871,0.264,14.161,0.121,49.911,11.934,53.26,13.47,33.26,6.71,21.21
,678,BC678,118.66,38.67,99.31,40.223,123.415,12.957,0.301,19.724,0.199,46.134,12.742,100.0,0.0,0.0,2.53,30.24
,679,BC679,118.65,38.75,87.27,36.771,87.257,9.805,0.385,20.86,0.167,27.194,10.585,98.94,0.03,1.03,6.39,35.56
,680,BC680,118.84,38.86,107.522,24.451,126.584,11.882,0.339,16.276,0.197,17.348,10.088,93.13,6.87,0.0,2.37,27.87
,681,BC681,118.99,38.73,111.48,46.728,100.179,18.228,0.452,26.495,0.163,36.338,11.778,4.28,66.04,29.67,7.11,20.7
,682,BC682,118.66,38.98,78.337,31.975,74.213,7.125,0.394,17.852,0.121,39.795,12.659,0.0,100.0,0.0,1.4,26.65
,683,BC683,118.95,38.83,120.487,40.495,67.453,4.806,0.181,26.782,0.112,39.622,11.591,100.0,0.0,0.0,3.27,29.58
,684,BC684,118.26,38.94,107.973,45.875,98.25,13.735,0.41,14.161,0.199,56.668,12.715,3.98,62.63,33.39,2.7,27.0
,685,BC685,118.41,38.98,104.233,15.185,84.012,4.806,0.439,31.239,0.073,40.532,11.123,100.0,0.0,0.0,4.43,34.52
,686,BC686,118.82,38.8,109.617,22.661,111.02,9.175,0.261,22.071,0.115,42.287,11.952,100.0,0.0,0.0,2.85,25.52
,687,BC687,118.72,38.77,125.805,31.302,103.367,6.587,0.467,28.324,0.134,44.663,11.814,0.01,99.99,0.0,7.66,28.69
,688,BC688,118.5,38.83,27.535,27.826,112.56,9.796,0.402,23.675,0.055,44.993,11.171,85.17,9.65,5.18,2.04,23.1
,689,BC689,118.44,38.98,85.385,25.951,62.046,11.498,0.411,14.161,0.192,48.798,12.763,99.24,0.06,0.7,5.22,33.92
,690,BC690,118.86,38.84,88.402,49.879,113.298,10.152,0.393,14.161,0.147,31.873,10.979,13.37,11.46,75.18,7.39,29.8
,691,BC691,118.62,38.67,80.538,46.705,126.584,12.745,0.376,25.246,0.199,62.92,10.252,93.41,4.12,2.47,3.12,19.97
,692,BC692,118.99,38.67,83.149,38.134,72.677,17.351,0.414,33.308,0.144,39.07,12.239,0.11,91.34,8.56,6.98,31.94
,693,BC693,118.67,38.79,45.158,15.356,73.872,12.54,0.055,29.323,0.199,15.992,12.63,100.0,0.0,0.0,3.97,30.22
,694,BC694,118.28,38.95,113.559,48.206,74.368,10.138,0.264,34.385,0.156,15.483,12.573,100.0,0.0,0.0,8.0,36.04
,695,BC695,118.61,38.86,111.27,23.418,126.584,7.239,0.055,21.221,0.147,58.501,12.408,0.0,100.0,0.0,4.53,31.37
,696,BC696,118.76,38.67,80.734,4.201,124.507,11.169,0.356,27.916,0.156,51.919,12.428,36.89,63.11,0.0,3.22,29.24
,697,BC697,118.91,38.85,107.12,30.51,51.443,9.013,0.352,25.099,0.056,53.843,12.338,90.86,0.08,9.06,4.87,30.17
,698,BC698,118.65,38.87,53.088,45.104,95.0,9.124,0.293,24.284,0.093,23.071,12.431,96.17,1.79,2.04,7.34,27.14
,699,BC699,118.26,38.93,11.961,36.383,113.653,20.202,0.455,29.5,0.014,30.098,11.937,100.0,0.0,0.0,7.74,27.29
,700,BC700,118.79,38.72,84.612,37.881,116.32,14.45,0.108,14.161,0.071,33.097,12.036,99.19,0.01,0.81,5.14,32.25
,701,BC701,118.84,38.86,82.279,47.981,72.774,4.806,0.294,18.533,0.194,30.98,12.69,0.0,100.0,0.0,7.82,25.38
,702,BC702,118.89,38.77,80.13,43.897,78.88,16.037,0.377,26.792,0.156,37.474,12.094,98.74,0.03,1.22,4.73,25.61
,703,BC703,118.51,38.89,102.745,44.072,18.529,14.293,0.266,21.77,0.07,35.391,11.482,0.0,100.0,0.0,7.68,23.97
,704,BC704,118.99,38.89,65.46,40.767,65.944,9.784,0.276,27.868,0.189,24.94,12.916,0.0,100.0,0.0,6.7,34.55
,705,BC705,118.65,38.98,77.036,40.677,105.118,5.809,0.118,24.904,0.081,62.397,12.208,98.93,0.05,1.03,3.05,24.55
,706,BC706,118.53,38.9,56.148,31.386,84.255,12.802,0.32,26.431,0.145,60.309,12.729,100.0,0.0,0.0,6.97,25.44
,707,BC707,118.85,38.85,92.074,23.911,126.584,14.554,0.467,27.87,0.199,38.546,10.687,0.0,100.0,0.0,2.57,20.48
,708,BC708,118.69,38.85,92.372,27.806,50.879,9.769,0.305,20.185,0.066,39.756,12.375,95.07,0.18,4.75,8.23,29.43
,709,BC709,118.78,38.98,61.51,26.068,115.677,5.133,0.313,22.498,0.191,60.017,11.809,67.7,26.09,6.22,2.68,17.28
,710,BC710,118.99,38.77,94.879,24.135,104.992,8.799,0.387,16.296,0.11,33.437,12.734,84.72,1.27,14.02,7.27,33.35
,711,BC711,118.78,38.67,90.878,44.108,37.945,9.656,0.399,31.126,0.171,67.068,9.737,32.29,60.07,7.64,8.23,31.17
,712,BC712,118.72,38.91,94.135,33.772,120.405,12.951,0.511,17.321,0.026,7.668,9.85,0.0,100.0,0.0,4.93,31.97
,713,BC713,118.53,38.79,77.9,44.021,116.692,4.806,0.458,19.382,0.171,65.628,13.05,81.57,0.16,18.27,3.37,31.51
,714,BC714,118.56,38.84,107.639,36.728,126.066,9.416,0.49,15.093,0.117,69.893,9.958,100.0,0.0,0.0,8.11,29.1
,715,BC715,118.63,38.9,78.444,30.058,60.606,7.035,0.14,31.63,0.135,55.105,9.699,95.36,0.74,3.89,2.29,31.6
,716,BC716,118.52,38.98,120.705,42.664,108.732,4.806,0.381,19.149,0.118,65.091,12.147,51.74,3.33,44.93,4.17,24.68
,717,BC717,118.96,38.83,104.957,17.179,108.082,4.806,0.335,16.899,0.056,64.455,12.552,100.0,0.0,0.0,6.87,25.72
,718,BC718,118.78,38.67,35.923,23.1,115.127,8.959,0.432,17.963,0.144,41.576,10.048,8.8,85.59,5.61,8.03,25.96
,719,BC719,118.79,38.9,61.217,35.368,46.588,4.806,0.416,31.139,0.014,48.076,9.195,30.22,0.61,69.17,3.98,30.74
,720,BC720,118.63,38.84,38.154,37.589,107.706,10.876,0.389,19.341,0.128,24.258,12.492,6.31,93.04,0.65,4.08,18.18
,721,BC721,118.63,38.98,70.918,28.129,90.659,14.536,0.351,26.349,0.112,27.876,12.06,99.23,0.01,0.76,4.54,27.47
,722,BC722,118.68,38.77,93.234,45.846,126.584,7.439,0.462,22.359,0.12,67.751,11.896,100.0,0.0,0.0,7.08,30.61
,723,BC723,118.57,38.75,109.775,44.161,53.488,11.052,0.247,26.199,0.149,55.738,12.582,6.48,43.72,49.8,1.4,33.08
,724,BC724,118.99,38.98,11.326,35.085,96.718,4.806,0.387,14.161,0.146,63.77,12.449,95.63,0.04,4.33,3.59,33.55
,725,BC725,118.66,38.88,135.537,22.689,104.46,6.898,0.181,24.046,0.067,61.134,12.553,78.23,0.94,20.83,2.98,24.15
,726,BC726,118.88,38.91,70.865,39.584,31.015,12.138,0.349,20.95,0.165,58.98,12.133,97.73,0.02,2.25,7.15,28.7
,727,BC727,118.67,38.89,95.897,39.262,89.665,12.228,0.346,16.826,0.179,27.726,12.361,0.0,100.0,0.0,4.6,21.24
,728,BC728,118.81,38.67,22.232,24.188,49.713,14.233,0.197,22.435,0.14,58.685,12.209,99.05,0.01,0.93,3.81,20.28
,729,BC729,118.73,38.75,109.461,18.639,126.584,14.32,0.043,29.329,0.101,51.922,10.892,100.0,0.0,0.0,7.82,33.03
,730,BC730,118.67,38.77,44.73,41.5,97.451,14.264,0.47,30.296,0.126,46.825,11.623,17.08,27.23,55.69,3.54,31.72
,731,BC731,118.74,38.91,88.16,32.368,87.854,6.668,0.31,14.237,0.195,24.868,12.136,98.24,0.3,1.46,4.77,24.53
,732,BC732,118.68,38.93,100.342,24.444,112.286,12.877,0.19,27.681,0.157,22.239,11.652,83.17,2.17,14.66,7.58,26.94
,733,BC733,118.99,38.95,68.893,11.682,18.347,4.806,0.438,18.936,0.114,64.765,12.333,0.0,100.0,0.0,6.8,36.04
,734,BC734,118.76,38.89,34.088,23.143,111.915,13.05,0.293,24.444,0.199,35.697,11.434,90.27,0.17,9.55,6.72,26.36
,735,BC735,118.75,38.96,22.271,45.163,125.89,4.806,0.366,14.161,0.129,36.057,9.1,60.16,1.25,38.59,7.77,31.17
,736,BC736,118.86,38.98,21.297,34.353,126.584,12.104,0.424,25.291,0.074,41.615,12.635,98.21,0.88,0.91,3.84,28.82
,737,BC737,118.5,38.98,49.843,30.891,126.584,4.806,0.513,35.312,0.197,51.446,12.108,0.0,100.0,0.0,2.94,28.19
,738,BC738,118.26,38.85,57.441,32.189,120.353,15.231,0.373,14.161,0.112,10.373,12.191,0.0,100.0,0.0,8.23,32.51
,739,BC739,118.79,38.68,135.537,42.055,82.498,4.806,0.448,20.44,0.065,44.085,12.23,100.0,0.0,0.0,3.5,30.53
,740,BC740,118.88,38.77,132.504,31.222,85.832,7.803,0.388,18.263,0.15,30.982,12.085,16.81,1.51,81.68,3.52,22.11
,741,BC741,118.37,38.74,52.912,41.441,126.584,4.806,0.359,24.479,0.106,29.549,12.353,100.0,0.0,0.0,3.91,32.36
,742,BC742,118.86,38.79,44.264,49.879,80.669,4.806,0.322,27.614,0.027,61.777,12.291,0.0,100.0,0.0,2.15,31.54
,743,BC743,118.89,38.81,49.374,36.527,126.584,6.055,0.189,24.705,0.145,57.261,11.892,0.0,100.0,0.0,2.32,19.72
,744,BC744,118.93,38.94,62.541,15.238,102.954,7.957,0.455,14.161,0.145,49.642,12.545,0.0,100.0,0.0,5.06,24.06
,745,BC745,118.83,38.98,80.299,43.669,126.584,4.806,0.04,14.161,0.064,55.96,11.696,100.0,0.0,0.0,6.47,33.68
,746,BC746,118.36,38.9,22.178,47.46,91.948,9.67,0.298,30.737,0.149,59.588,11.8,0.0,100.0,0.0,7.14,26.79
,747,BC747,118.89,38.94,99.121,47.09,114.937,10.842,0.271,25.428,0.157,66.221,6.503,100.0,0.0,0.0,2.59,29.64
,748,BC748,118.99,38.83,42.553,49.879,98.269,12.121,0.499,16.121,0.199,68.488,12.077,98.61,0.01,1.37,7.53,36.04
,749,BC749,118.5,38.91,69.589,36.41,117.064,10.574,0.37,24.895,0.16,67.226,6.25,99.34,0.12,0.54,3.94,25.11
,750,BC750,118.39,38.82,80.891,49.449,126.584,4.806,0.449,25.413,0.02,62.437,9.07,92.44,7.56,0.0,4.57,29.99
,751,BC751,118.99,38.88,32.567,38.073,92.949,10.161,0.482,28.229,0.133,35.472,10.331,89.01,5.86,5.14,7.6,32.95
,752,BC752,118.99,38.74,53.856,48.604,59.221,11.355,0.219,30.143,0.196,60.756,12.287,0.0,100.0,0.0,3.38,27.13
,753,BC753,118.94,38.91,86.922,28.27,96.39,4.806,0.265,31.522,0.199,54.005,10.03,83.99,0.2,15.81,7.29,33.47
,754,BC754,118.5,38.86,81.384,42.021,38.692,14.509,0.255,17.441,0.173,62.753,11.657,0.0,100.0,0.0,7.73,34.74
,755,BC755,118.26,38.74,48.806,35.426,22.869,12.349,0.337,34.266,0.199,24.152,12.808,0.0,100.0,0.0,6.8,23.77
,756,BC756,118.88,38.71,11.679,42.639,75.985,13.671,0.163,26.085,0.199,31.497,11.952,0.0,100.0,0.0,7.96,22.93
,757,BC757,118.85,38.96,43.11,28.846,116.177,4.806,0.237,26.357,0.184,38.279,11.913,8.6,1.27,90.13,3.22,32.19
,758,BC758,118.65,38.84,49.657,35.546,121.221,18.574,0.362,30.083,0.067,28.961,11.824,41.73,2.92,55.34,3.65,34.46
,759,BC759,118.99,38.84,23.346,46.618,115.256,11.086,0.343,14.161,0.014,38.697,12.123,0.03,99.97,0.0,4.69,34.39
,760,BC760,118.33,38.84,99.439,17.124,118.776,4.806,0.247,24.255,0.125,30.917,12.857,0.0,100.0,0.0,7.27,27.65
,761,BC761,118.38,38.83,94.687,10.8,66.146,8.352,0.109,22.105,0.074,63.517,12.476,100.0,0.0,0.0,6.53,30.29
,762,BC762,118.47,38.88,14.986,8.132,106.402,4.806,0.243,31.464,0.05,40.951,9.756,0.0,100.0,0.0,3.53,24.33
,763,BC763,118.5,38.88,32.881,23.813,126.584,17.28,0.358,27.087,0.195,36.742,13.002,84.73,8.98,6.29,7.84,36.04
,764,BC764,118.86,38.97,61.472,23.418,126.584,7.465,0.381,26.357,0.189,48.519,12.473,0.0,100.0,0.0,5.27,29.36
,765,BC765,118.96,38.81,110.167,21.511,93.702,10.992,0.327,19.501,0.014,45.629,11.905,89.67,8.09,2.24,4.24,28.8
,766,BC766,118.99,38.81,83.955,17.177,125.373,9.649,0.449,28.809,0.153,39.475,10.625,56.29,0.38,43.33,5.77,27.44
,767,BC767,118.76,38.8,55.99,40.4,91.228,5.957,0.208,19.558,0.054,22.941,12.429,98.6,0.34,1.06,5.57,32.69
,768,BC768,118.79,38.9,111.471,41.155,81.55,7.79,0.052,29.055,0.093,59.775,11.72,100.0,0.0,0.0,6.92,30.81
,769,BC769,118.99,38.98,135.537,29.598,64.205,8.9,0.387,33.784,0.191,19.785,11.567,100.0,0.0,0.0,6.1,27.57
,770,BC770,118.62,38.88,93.77,48.676,123.249,11.675,0.365,24.79,0.017,59.497,10.443,6.99,28.45,64.56,7.61,24.05
,771,BC771,118.72,38.97,18.038,43.174,119.739,8.691,0.454,18.11,0.191,32.926,12.949,96.29,1.48,2.23,4.93,21.84
,772,BC772,118.99,38.91,126.217,25.374,118.333,13.002,0.445,29.038,0.031,62.737,10.747,70.99,0.74,28.28,4.86,31.6
,773,BC773,118.97,38.88,86.691,46.046,117.236,14.512,0.489,29.908,0.168,64.502,12.198,96.92,0.17,2.9,6.96,27.03
