station,sample number,longitude (° E),latitude (°N),Cr(mg/kg),Cu(mg/kg),Zn(mg/kg),As(mg/kg),Cd(mg/kg),Pb(mg/kg),Hg(mg/kg),Ni(mg/kg),Al2O3 (%),clay (%),silt (%),sand (%),"mean grain size(Mz, Φ)",water depth (m)
592,BC592,118.87,38.67,78.272,48.006,80.248,13.556,0.04,27.7,0.145,46.927,12.028,40.95,59.05,0.0,6.38,27.29
593,BC593,118.38,38.72,131.931,46.586,125.882,20.66,0.04,32.112,0.119,63.043,12.91,0.0,100.0,0.0,8.23,29.46
594,BC594,118.95,38.97,25.962,4.692,22.166,9.322,0.04,19.82,0.136,23.881,11.277,0.53,0.88,98.6,6.67,27.53
595,BC595,118.92,38.91,16.361,31.678,19.745,11.542,0.04,24.606,0.132,30.14,10.635,0.52,0.88,98.6,7.84,25.86
596,BC596,118.6,38.73,135.476,49.878,126.581,23.783,0.04,34.682,0.168,61.67,12.285,40.99,59.01,0.0,8.19,25.94
597,BC597,118.3,38.96,52.593,6.278,26.487,9.686,0.04,18.281,0.136,15.073,9.599,99.63,0.37,0.0,7.51,22.28
598,BC598,118.64,38.72,128.165,12.373,108.87,19.134,0.04,30.297,0.114,32.246,11.806,99.52,0.0,0.48,3.23,28.41
599,BC599,118.49,38.75,130.427,41.21,119.028,20.432,0.04,34.854,0.117,48.956,13.225,43.14,56.86,0.0,8.23,31.3
600,BC600,118.78,38.88,19.078,3.782,19.547,5.682,0.04,17.613,0.043,8.62,9.358,0.52,0.88,98.6,1.43,18.46
601,BC601,118.9,38.87,80.542,45.626,87.904,9.994,0.04,28.764,0.185,28.331,11.504,0.43,23.45,76.13,3.75,24.29
602,BC602,118.29,38.75,87.452,48.717,90.597,11.477,0.04,28.506,0.115,55.823,12.551,95.22,4.78,0.0,5.66,24.44
603,BC603,118.5,38.69,130.624,49.87,126.47,16.125,0.04,30.21,0.104,55.931,12.245,40.61,59.39,0.0,8.01,28.05
604,BC604,118.63,38.68,107.081,46.231,100.308,18.288,0.04,29.731,0.036,37.528,12.106,0.61,0.89,98.5,6.18,25.78
605,BC605,118.62,38.94,79.219,16.941,68.931,12.987,0.04,30.154,0.043,32.025,12.77,99.96,0.04,0.0,8.12,25.17
606,BC606,118.9,38.75,73.572,37.798,77.527,17.678,0.04,25.298,0.141,27.446,10.787,0.0,100.0,0.0,5.57,29.28
607,BC607,118.38,38.77,42.332,38.971,45.665,15.456,0.04,25.515,0.128,33.257,11.253,0.0,100.0,0.0,6.62,21.0
608,BC608,118.8,38.82,37.632,26.05,26.975,12.497,0.04,26.999,0.104,24.684,11.196,99.96,0.02,0.01,4.98,26.54
609,BC609,118.5,38.86,37.398,28.829,45.221,13.221,0.04,27.381,0.196,27.033,12.462,0.0,99.99,0.01,7.95,23.17
610,BC610,118.34,38.92,41.018,36.152,38.889,9.915,0.04,22.219,0.1,32.906,11.852,0.52,0.88,98.6,6.06,18.62
611,BC611,118.7,38.83,53.634,47.342,64.374,16.16,0.04,29.916,0.193,47.318,12.349,0.52,0.88,98.6,8.23,28.45
612,BC612,118.91,38.81,21.98,17.767,25.656,8.579,0.04,16.39,0.17,14.775,10.481,0.14,99.86,0.0,1.44,25.24
613,BC613,118.91,38.96,88.464,20.927,94.093,8.39,0.04,21.326,0.105,36.863,12.013,41.57,58.43,0.0,8.02,31.37
614,BC614,118.42,38.82,129.259,6.767,102.123,16.541,0.04,30.928,0.149,43.297,12.518,82.9,17.1,0.0,8.23,29.77
615,BC615,118.7,38.95,14.414,6.719,19.458,9.224,0.04,15.582,0.121,24.178,9.58,0.52,0.88,98.6,1.41,23.76
616,BC616,118.95,38.85,34.972,9.086,32.861,12.835,0.04,21.762,0.095,15.85,8.294,100.0,0.0,0.0,2.73,29.93
617,BC617,118.75,38.94,40.786,45.192,80.332,10.26,0.04,21.442,0.197,37.865,12.261,1.02,0.87,98.11,8.17,30.8
618,BC618,118.93,38.89,77.106,31.449,89.288,12.427,0.04,26.14,0.196,34.984,11.857,0.21,99.79,0.0,3.87,25.1
619,BC619,118.54,38.73,96.869,33.351,96.151,8.461,0.04,25.648,0.029,32.445,11.915,0.0,100.0,0.0,1.54,24.31
620,BC620,118.93,38.82,114.983,30.08,111.143,14.004,0.04,29.279,0.155,37.326,11.967,0.48,13.64,85.88,1.56,27.32
621,BC621,118.65,38.8,109.258,40.638,108.729,22.827,0.04,31.717,0.156,47.167,12.313,100.0,0.0,0.0,8.23,28.82
622,BC622,118.59,38.8,29.688,4.855,27.311,13.195,0.04,17.923,0.102,11.312,9.659,0.52,0.88,98.6,1.4,20.08
623,BC623,118.58,38.89,79.663,13.106,51.585,14.724,0.04,28.344,0.142,18.716,10.44,39.26,0.99,59.75,3.72,23.5
624,BC624,118.93,38.8,95.222,31.257,103.208,11.186,0.04,25.197,0.199,47.2,11.248,0.02,98.52,1.47,2.34,31.86
625,BC625,118.78,38.76,32.57,28.669,30.602,12.407,0.04,29.245,0.191,35.365,11.758,1.39,2.67,95.94,7.96,26.06
626,BC626,118.42,38.93,131.561,49.868,125.748,17.058,0.04,31.923,0.175,84.674,13.121,0.01,97.72,2.26,8.2,28.42
627,BC627,118.74,38.96,27.134,14.088,39.01,6.271,0.04,21.888,0.198,12.945,10.358,0.52,0.88,98.6,1.4,23.37
628,BC628,118.97,38.8,94.089,36.263,79.962,22.74,0.04,32.132,0.023,14.816,10.907,37.73,62.27,0.0,1.47,24.01
629,BC629,118.42,38.79,122.859,48.561,121.557,14.159,0.04,31.567,0.188,73.863,13.111,56.39,43.61,0.0,8.23,28.95
630,BC630,118.72,38.96,17.194,5.842,21.509,8.223,0.04,18.338,0.199,23.275,11.102,0.52,0.88,98.6,1.48,29.09
631,BC631,118.78,38.96,12.126,4.154,18.482,10.123,0.04,15.287,0.199,15.993,10.147,0.52,0.88,98.6,5.04,20.43
632,BC632,118.36,38.85,18.266,4.219,19.342,9.533,0.04,19.973,0.175,25.278,9.778,0.52,0.88,98.6,1.85,18.48
633,BC633,118.46,38.95,33.325,4.12,21.223,11.457,0.04,21.172,0.172,16.309,9.956,2.33,0.86,96.81,1.44,24.85
634,BC634,118.65,38.77,124.259,35.292,115.734,15.513,0.04,28.87,0.111,37.521,12.198,2.03,0.95,97.02,7.36,23.71
635,BC635,118.44,38.73,134.641,49.296,125.652,25.446,0.04,33.845,0.027,67.133,13.246,66.22,33.78,0.0,8.23,24.44
636,BC636,118.28,38.85,97.121,43.339,110.023,18.027,0.04,32.135,0.119,39.881,11.839,2.03,47.48,50.49,8.0,22.98
637,BC637,118.41,38.72,134.81,42.199,124.479,21.678,0.04,33.361,0.077,50.584,12.59,0.6,0.93,98.47,7.45,25.47
638,BC638,118.54,38.93,32.882,15.681,24.098,13.48,0.04,27.413,0.051,22.602,11.143,0.53,0.88,98.6,2.13,25.1
639,BC639,118.34,38.95,79.943,34.384,84.856,13.666,0.04,26.384,0.108,44.519,12.595,0.0,100.0,0.0,1.96,23.27
640,BC640,118.79,38.92,49.052,9.818,42.552,12.65,0.04,17.521,0.067,16.544,10.197,0.0,100.0,0.0,1.51,22.63
641,BC641,118.31,38.67,118.245,48.78,115.847,17.135,0.04,30.67,0.197,61.206,13.216,0.88,15.51,83.61,8.07,27.34
642,BC642,118.52,38.92,117.948,47.539,106.785,12.237,0.04,29.021,0.123,42.106,12.756,2.08,0.86,97.06,8.22,24.93
643,BC643,118.26,38.92,47.234,17.297,42.782,11.765,0.04,31.845,0.09,24.538,11.544,41.6,58.4,0.0,5.18,26.03
644,BC644,118.45,38.92,113.006,32.448,109.463,17.383,0.04,32.474,0.075,42.447,11.876,97.26,0.04,2.7,8.15,21.17
645,BC645,118.73,38.71,121.647,33.692,115.079,14.311,0.04,29.081,0.188,39.545,11.695,32.13,0.71,67.16,4.99,29.68
646,BC646,118.84,38.87,115.877,49.444,120.179,15.848,0.04,31.591,0.141,57.479,12.308,67.56,32.44,0.0,8.02,30.11
647,BC647,118.39,38.9,112.566,47.445,116.144,18.123,0.04,26.707,0.178,18.206,11.6,0.94,1.07,97.98,8.01,27.05
648,BC648,118.99,38.87,43.755,13.593,39.5,12.132,0.04,25.976,0.125,27.999,10.721,0.55,0.9,98.55,1.51,24.65
649,BC649,118.88,38.84,41.885,21.799,31.144,17.606,0.04,25.918,0.199,22.189,10.45,95.75,0.06,4.19,5.32,29.8
650,BC650,118.95,38.75,83.503,33.432,104.927,12.109,0.04,22.383,0.146,27.274,10.962,0.52,0.88,98.6,1.58,22.77
651,BC651,118.81,38.69,85.369,30.346,84.119,16.558,0.04,28.966,0.166,44.04,12.493,0.0,100.0,0.0,7.73,28.97
652,BC652,118.49,38.78,93.911,48.897,98.737,14.567,0.04,31.576,0.181,27.6,10.433,0.0,99.73,0.27,5.03,23.14
653,BC653,118.92,38.79,47.304,27.949,34.4,12.731,0.04,21.736,0.128,31.892,11.864,72.0,28.0,0.0,8.22,22.57
654,BC654,118.36,38.77,135.458,37.793,126.538,17.684,0.04,31.579,0.057,59.576,12.612,41.13,58.87,0.0,8.22,22.47
655,BC655,118.71,38.97,48.222,8.246,34.2,12.572,0.04,25.978,0.135,21.671,10.791,0.55,1.15,98.3,1.6,29.03
656,BC656,118.87,38.76,119.407,45.791,119.083,14.681,0.04,28.108,0.102,39.227,12.455,41.51,58.49,0.0,8.21,27.63
657,BC657,118.5,38.84,125.571,49.672,124.913,11.218,0.04,29.356,0.184,61.15,12.75,22.22,77.78,0.0,8.18,28.87
658,BC658,118.66,38.76,94.067,29.678,75.406,10.573,0.04,28.639,0.083,34.817,12.457,56.81,43.19,0.0,6.69,25.94
659,BC659,118.3,38.73,75.039,24.281,57.071,14.545,0.04,30.951,0.099,36.852,11.979,41.31,58.69,0.0,7.48,22.14
660,BC660,118.52,38.88,88.629,38.634,89.333,12.575,0.04,27.309,0.135,40.113,11.842,0.46,12.34,87.2,1.4,24.68
661,BC661,118.58,38.77,17.48,5.427,19.854,10.311,0.04,19.796,0.072,14.977,10.309,0.52,0.88,98.6,2.84,27.19
662,BC662,118.95,38.91,42.164,20.308,38.823,8.455,0.04,23.242,0.077,18.943,9.751,0.55,0.88,98.58,3.16,24.76
663,BC663,118.77,38.87,18.988,16.746,19.509,12.101,0.04,20.745,0.109,12.529,7.667,0.52,0.88,98.6,1.54,20.74
664,BC664,118.73,38.7,11.764,3.526,18.407,4.806,0.04,14.161,0.082,12.116,8.062,0.52,0.88,98.6,1.41,23.59
665,BC665,118.46,38.79,79.71,26.504,82.829,8.496,0.04,19.081,0.149,39.104,11.817,0.25,64.28,35.47,6.17,22.94
666,BC666,118.92,38.78,30.36,18.559,20.934,7.639,0.04,25.085,0.091,22.081,10.236,0.52,0.88,98.6,2.01,26.17
667,BC667,118.94,38.71,29.757,3.772,26.374,6.877,0.04,22.452,0.192,21.211,9.891,0.43,24.02,75.55,1.79,23.76
668,BC668,118.91,38.9,41.791,31.646,43.301,8.19,0.04,22.394,0.102,22.186,11.967,0.52,0.88,98.6,2.14,32.67
669,BC669,118.47,38.74,128.02,48.923,120.612,10.886,0.04,23.61,0.177,45.593,11.862,45.07,54.93,0.0,8.16,24.6
670,BC670,118.95,38.92,131.833,42.357,125.807,9.155,0.04,23.814,0.078,39.376,12.578,0.53,0.88,98.6,1.88,28.08
671,BC671,118.86,38.76,134.737,46.532,126.205,15.383,0.04,33.382,0.157,55.228,12.821,0.53,0.88,98.6,5.3,27.99
672,BC672,118.38,38.79,49.135,29.366,38.346,13.376,0.04,24.113,0.144,28.069,11.669,0.02,99.98,0.0,4.72,14.78
673,BC673,118.65,38.72,77.969,46.733,80.425,17.615,0.04,31.122,0.129,58.055,12.691,40.78,59.22,0.0,1.42,30.03
674,BC674,118.91,38.93,59.718,5.21,39.801,7.456,0.04,23.335,0.071,23.698,10.908,0.56,1.3,98.14,1.64,21.4
675,BC675,118.64,38.95,112.063,48.75,114.146,14.224,0.04,27.26,0.096,55.477,12.384,0.7,0.87,98.43,7.82,29.73
676,BC676,118.74,38.89,113.705,42.339,106.969,11.46,0.04,30.18,0.197,61.715,12.762,0.57,0.88,98.55,8.22,24.86
677,BC677,118.6,38.73,35.712,7.679,31.417,13.638,0.04,24.025,0.161,22.986,9.91,7.98,92.02,0.0,1.42,18.05
678,BC678,118.52,38.82,127.331,43.889,124.002,15.224,0.04,32.749,0.171,53.293,13.051,40.93,59.07,0.0,8.16,31.77
679,BC679,118.94,38.72,92.665,49.769,114.021,14.944,0.04,31.493,0.183,35.622,12.654,0.68,2.11,97.21,7.39,24.79
680,BC680,118.93,38.83,99.04,34.356,89.318,7.366,0.04,21.462,0.135,67.701,13.092,40.94,59.06,0.0,6.59,24.96
681,BC681,118.35,38.76,116.675,43.67,111.022,14.781,0.04,32.454,0.152,56.585,12.952,42.27,57.73,0.0,8.17,21.71
682,BC682,118.49,38.87,100.647,48.459,115.473,11.827,0.04,27.423,0.154,36.25,11.936,0.52,0.88,98.6,1.58,30.41
683,BC683,118.66,38.92,41.341,5.119,43.046,16.853,0.04,25.837,0.177,12.676,9.452,0.53,0.88,98.6,8.2,21.0
684,BC684,118.53,38.71,133.31,49.337,126.36,18.55,0.04,34.304,0.123,48.915,12.907,0.0,100.0,0.0,2.64,22.56
685,BC685,118.99,38.94,59.683,24.479,49.351,13.6,0.04,27.738,0.173,24.245,11.072,1.29,0.91,97.8,2.31,31.67
686,BC686,118.77,38.96,105.691,36.618,114.822,15.228,0.04,29.597,0.138,35.544,12.264,0.91,0.88,98.21,8.08,31.9
687,BC687,118.69,38.79,93.131,26.399,79.985,13.658,0.04,24.552,0.103,42.328,11.769,0.52,0.88,98.6,3.39,29.31
688,BC688,118.93,38.96,60.894,37.719,39.092,15.218,0.04,25.269,0.071,12.74,9.113,3.17,0.86,95.97,1.92,25.86
689,BC689,118.3,38.8,34.222,7.278,44.165,6.994,0.04,23.022,0.045,23.511,11.459,0.0,100.0,0.0,3.44,27.85
690,BC690,118.5,38.96,68.062,39.421,70.386,11.704,0.04,23.665,0.193,34.932,9.948,100.0,0.0,0.0,8.23,24.28
691,BC691,118.46,38.92,58.692,22.777,47.631,11.501,0.04,24.87,0.149,29.045,10.621,0.52,0.88,98.6,6.43,16.91
692,BC692,118.57,38.71,97.329,45.796,86.948,13.032,0.04,28.876,0.06,30.166,12.657,27.16,72.84,0.0,6.33,23.54
693,BC693,118.58,38.79,120.142,48.033,111.509,11.298,0.04,30.755,0.169,36.745,12.772,42.6,57.4,0.0,8.21,24.23
694,BC694,118.56,38.72,135.392,49.587,126.518,14.114,0.04,31.919,0.169,78.335,13.239,40.95,59.05,0.0,8.23,29.93
695,BC695,118.62,38.96,113.852,22.167,98.186,10.214,0.04,26.066,0.121,38.539,12.68,0.52,0.88,98.6,3.21,27.68
696,BC696,118.71,38.79,110.711,43.366,116.175,13.739,0.04,29.251,0.133,45.022,11.441,0.0,100.0,0.0,3.6,31.77
697,BC697,118.94,38.88,89.407,47.803,87.511,14.116,0.04,28.432,0.183,31.726,11.947,94.45,5.51,0.04,7.94,27.75
698,BC698,118.92,38.89,82.032,16.679,59.707,14.164,0.04,22.594,0.047,26.717,10.677,0.52,0.88,98.6,4.98,30.2
699,BC699,118.8,38.82,18.154,4.699,27.836,8.803,0.04,18.739,0.176,15.518,9.757,0.52,0.88,98.6,1.41,28.63
700,BC700,118.63,38.79,130.358,49.685,126.37,16.861,0.04,34.212,0.126,52.478,12.841,63.88,36.12,0.0,8.23,26.33
701,BC701,118.97,38.76,85.613,29.861,83.166,13.509,0.04,27.701,0.121,39.132,12.347,32.36,67.64,0.0,3.73,26.75
702,BC702,118.97,38.87,97.089,40.917,98.121,10.944,0.04,25.836,0.167,48.639,11.805,40.75,59.25,0.0,8.04,28.06
703,BC703,118.27,38.67,135.475,49.879,126.582,17.149,0.04,32.465,0.086,95.695,13.275,0.0,100.0,0.0,8.23,24.43
704,BC704,118.28,38.87,128.597,48.169,123.719,21.257,0.04,34.181,0.154,49.077,13.104,40.77,59.23,0.0,8.18,24.11
705,BC705,118.95,38.9,47.153,39.824,56.173,12.114,0.04,26.266,0.198,20.807,10.546,0.53,0.93,98.54,5.09,21.74
706,BC706,118.59,38.85,74.441,18.908,85.481,18.222,0.04,29.153,0.187,36.582,10.711,74.2,23.76,2.04,7.63,25.62
707,BC707,118.97,38.97,17.179,3.838,21.17,10.794,0.04,23.318,0.197,14.575,7.141,0.52,0.88,98.6,1.57,29.5
708,BC708,118.51,38.78,116.329,41.473,113.362,18.065,0.04,29.498,0.167,48.003,12.478,47.05,52.95,0.0,8.17,28.26
709,BC709,118.64,38.81,92.524,25.411,78.972,15.808,0.04,29.148,0.134,31.115,10.326,100.0,0.0,0.0,1.98,21.47
710,BC710,118.45,38.81,91.833,24.838,70.459,12.813,0.04,22.148,0.18,22.255,10.771,100.0,0.0,0.0,8.09,25.35
711,BC711,118.88,38.95,113.111,14.362,88.576,11.527,0.04,26.544,0.146,23.33,10.736,100.0,0.0,0.0,3.58,34.31
712,BC712,118.65,38.75,135.228,49.871,126.529,21.795,0.04,34.972,0.129,73.37,13.333,40.94,59.06,0.0,5.19,27.0
713,BC713,118.54,38.76,119.607,24.617,115.957,15.451,0.04,30.753,0.129,40.774,12.906,0.0,100.0,0.0,7.07,23.83
714,BC714,118.45,38.74,73.314,33.604,71.111,16.222,0.04,26.329,0.1,38.418,10.967,0.09,82.8,17.11,2.02,22.45
715,BC715,118.71,38.94,44.376,19.619,40.38,7.766,0.04,18.373,0.128,22.018,10.469,0.54,0.92,98.54,2.52,21.36
716,BC716,118.26,38.69,134.911,49.529,126.52,22.902,0.04,35.246,0.072,77.432,13.337,40.95,59.05,0.0,8.16,24.53
717,BC717,118.63,38.77,122.971,46.483,115.589,20.344,0.04,26.411,0.109,43.166,12.369,99.98,0.02,0.0,8.23,22.74
718,BC718,118.92,38.83,73.129,30.704,53.661,12.235,0.04,24.851,0.098,17.64,11.204,0.52,0.88,98.6,1.97,30.4
719,BC719,118.97,38.83,47.5,4.885,45.626,10.667,0.04,17.619,0.088,15.634,10.839,0.0,100.0,0.0,1.56,19.78
720,BC720,118.68,38.75,96.244,29.777,105.645,16.792,0.04,28.526,0.076,39.932,12.005,0.53,1.32,98.15,5.78,24.18
721,BC721,118.73,38.76,108.887,49.114,99.515,18.913,0.04,31.044,0.125,55.433,12.943,41.24,58.76,0.0,8.22,26.65
722,BC722,118.47,38.73,135.244,49.768,126.582,19.825,0.04,34.192,0.128,76.413,12.852,0.0,100.0,0.0,8.19,23.92
723,BC723,118.67,38.87,104.955,44.772,106.581,11.489,0.04,30.671,0.121,41.729,12.708,0.52,0.94,98.53,2.42,34.86
724,BC724,118.38,38.8,109.583,46.605,111.127,20.726,0.04,30.309,0.106,63.504,12.787,6.26,93.74,0.0,2.29,28.87
725,BC725,118.9,38.97,57.045,21.432,59.784,12.068,0.04,22.937,0.195,19.536,10.564,1.24,0.88,97.88,2.09,25.18
726,BC726,118.85,38.8,71.079,20.386,53.824,17.078,0.04,29.036,0.083,34.461,11.336,1.27,0.89,97.84,8.06,31.34
727,BC727,118.96,38.81,62.598,42.213,49.244,16.185,0.04,28.029,0.172,22.907,9.695,18.87,3.42,77.71,5.46,23.77
728,BC728,118.79,38.84,84.1,43.505,103.103,15.973,0.04,30.194,0.16,45.296,11.528,100.0,0.0,0.0,7.35,22.69
729,BC729,118.32,38.79,89.651,39.423,107.778,22.511,0.04,31.427,0.173,36.032,12.325,0.24,54.18,45.58,4.27,27.21
730,BC730,118.68,38.98,24.312,3.558,19.842,11.376,0.04,23.312,0.064,10.649,8.552,0.52,0.88,98.6,4.23,26.34
731,BC731,118.38,38.91,102.693,38.446,107.558,19.788,0.04,31.646,0.116,32.58,12.541,40.95,59.05,0.0,5.05,26.53
732,BC732,118.62,38.91,57.113,12.399,48.957,17.848,0.04,31.944,0.079,30.057,11.668,100.0,0.0,0.0,7.89,21.66
733,BC733,118.34,38.82,65.355,5.656,52.309,13.203,0.04,26.054,0.182,17.526,10.605,99.99,0.01,0.0,4.3,22.25
734,BC734,118.33,38.72,131.751,49.835,122.293,15.046,0.04,25.554,0.166,60.749,13.073,1.46,98.54,0.0,8.21,28.14
735,BC735,118.96,38.97,30.33,33.39,37.592,11.399,0.04,28.847,0.136,23.701,10.18,69.62,30.38,0.0,2.56,26.71
736,BC736,118.91,38.85,18.768,5.237,19.988,9.48,0.04,18.527,0.18,13.024,7.208,0.52,0.88,98.6,1.4,27.57
737,BC737,118.7,38.71,109.398,48.483,120.621,11.942,0.04,28.007,0.185,47.793,12.329,0.0,100.0,0.0,6.16,29.32
738,BC738,118.58,38.94,85.192,27.248,49.202,14.382,0.04,31.116,0.156,23.932,11.655,1.72,0.87,97.41,6.93,23.29
739,BC739,118.92,38.93,57.93,48.466,62.905,11.726,0.04,23.318,0.199,42.191,11.604,0.84,0.87,98.29,8.0,29.95
740,BC740,118.93,38.95,51.453,14.874,49.975,8.201,0.04,22.276,0.097,30.807,12.309,0.52,0.88,98.6,8.04,28.7
741,BC741,118.52,38.91,71.377,28.273,48.484,13.889,0.04,30.195,0.065,26.864,11.629,99.22,0.78,0.0,8.14,28.12
742,BC742,118.99,38.88,45.113,32.927,81.879,10.275,0.04,24.957,0.194,17.292,11.466,1.78,98.22,0.0,8.09,29.84
743,BC743,118.66,38.9,12.966,4.623,19.214,9.354,0.04,17.035,0.107,16.946,11.379,0.52,0.89,98.59,3.57,21.67
744,BC744,118.77,38.79,132.047,49.875,125.462,15.215,0.04,31.647,0.196,55.608,12.7,3.24,0.95,95.81,8.13,28.97
745,BC745,118.27,38.89,102.058,48.28,74.652,19.929,0.04,33.583,0.173,29.92,12.612,1.79,1.13,97.09,8.12,15.9
746,BC746,118.6,38.81,130.759,49.845,122.515,24.104,0.04,31.35,0.19,36.313,12.552,0.55,0.88,98.57,7.92,27.1
747,BC747,118.73,38.92,104.594,18.699,80.146,8.801,0.04,19.339,0.101,37.858,12.565,0.52,0.88,98.6,6.64,23.91
748,BC748,118.78,38.94,18.231,20.296,26.845,4.806,0.04,16.804,0.102,15.336,10.329,0.52,0.9,98.57,2.33,29.13
749,BC749,118.54,38.95,65.315,40.359,78.923,12.517,0.04,20.985,0.199,37.637,10.434,0.57,1.04,98.39,8.18,24.34
750,BC750,118.72,38.87,79.486,33.451,88.759,12.57,0.04,22.517,0.191,28.921,11.829,0.52,0.88,98.59,1.41,30.01
751,BC751,118.59,38.71,125.526,36.64,105.681,14.371,0.04,30.616,0.166,35.575,12.496,5.59,1.06,93.36,8.15,25.42
752,BC752,118.36,38.86,88.792,8.123,85.664,16.074,0.04,28.464,0.054,29.277,12.279,1.83,96.57,1.6,7.76,27.22
753,BC753,118.79,38.9,20.543,4.664,20.019,9.56,0.04,22.967,0.179,10.317,10.419,0.52,0.89,98.59,2.41,24.0
754,BC754,118.87,38.77,56.087,42.721,61.889,10.806,0.04,21.403,0.177,32.432,9.635,0.52,0.88,98.6,3.43,21.94
755,BC755,118.97,38.84,102.014,46.745,111.851,12.578,0.04,28.46,0.198,24.118,11.018,0.8,16.61,82.59,4.85,31.23
756,BC756,118.5,38.83,117.094,24.625,115.99,15.078,0.04,27.909,0.172,43.251,12.311,0.53,0.88,98.59,7.58,29.56
757,BC757,118.64,38.88,59.18,10.185,50.629,9.429,0.04,22.261,0.191,23.867,11.291,0.55,0.88,98.57,5.04,19.42
758,BC758,118.48,38.8,70.64,22.821,43.035,13.678,0.04,27.685,0.12,29.912,12.475,0.52,0.88,98.6,1.91,30.76
759,BC759,118.88,38.9,44.793,23.606,45.331,14.557,0.04,21.568,0.151,36.313,11.055,0.63,4.21,95.15,6.11,30.4
760,BC760,118.96,38.97,14.5,4.56,20.75,4.806,0.04,17.989,0.152,18.246,11.69,0.53,0.88,98.6,3.72,28.75
761,BC761,118.89,38.86,82.18,10.911,87.718,8.282,0.04,19.004,0.084,18.128,10.173,1.45,0.94,97.62,6.27,21.72
762,BC762,118.68,38.93,132.588,49.862,126.311,14.189,0.04,34.011,0.186,56.853,13.127,0.57,0.88,98.55,8.21,28.07
763,BC763,118.82,38.98,28.883,12.616,36.566,9.194,0.04,20.062,0.163,13.689,9.302,0.52,0.88,98.6,1.4,30.09
764,BC764,118.86,38.84,14.962,5.871,19.021,5.974,0.04,16.655,0.086,13.176,8.895,0.52,0.88,98.6,1.45,25.94
765,BC765,118.65,38.96,22.55,4.785,19.546,10.728,0.04,23.143,0.197,9.118,10.282,0.52,0.88,98.6,3.22,21.41
766,BC766,118.72,38.89,22.242,9.079,27.087,11.303,0.04,21.652,0.14,10.669,8.364,0.63,5.93,93.45,1.41,24.78
767,BC767,118.47,38.78,95.588,35.891,111.114,13.477,0.04,28.932,0.132,33.569,12.358,0.0,100.0,0.0,1.74,22.54
768,BC768,118.39,38.77,135.203,49.875,126.574,20.699,0.04,34.599,0.118,91.697,13.294,0.0,100.0,0.0,8.07,29.59
769,BC769,118.6,38.7,107.603,48.594,109.358,11.813,0.04,29.006,0.105,59.993,12.951,0.51,3.02,96.47,7.71,24.45
770,BC770,118.3,38.69,128.663,49.125,123.832,14.846,0.04,29.908,0.157,49.139,13.058,7.44,92.56,0.0,8.06,26.76
771,BC771,118.72,38.9,24.247,36.696,23.968,10.791,0.04,22.979,0.185,17.217,9.493,0.52,0.88,98.6,1.41,25.19
772,BC772,118.94,38.88,111.793,18.432,99.287,17.666,0.04,28.564,0.112,15.979,11.955,40.95,59.05,0.0,8.21,25.72
773,BC773,118.34,38.96,54.118,35.817,36.346,13.281,0.04,28.451,0.173,20.648,10.617,11.27,0.78,87.95,3.35,24.69
774,BC774,118.97,38.91,102.115,47.818,111.354,16.479,0.04,25.764,0.129,46.515,11.899,0.54,0.89,98.57,3.14,36.04
775,BC775,118.56,38.95,63.812,14.491,38.304,11.482,0.04,22.913,0.015,17.207,11.596,78.45,0.2,21.35,2.47,23.55
776,BC776,118.79,38.93,42.283,20.364,33.043,6.634,0.04,15.634,0.146,27.219,11.28,0.52,0.88,98.6,6.6,29.2
777,BC777,118.38,38.8,133.945,48.462,126.295,19.338,0.04,33.039,0.102,51.793,12.304,17.06,0.73,82.21,7.68,26.17
778,BC778,118.59,38.82,129.677,49.627,125.007,13.29,0.04,31.853,0.155,45.852,12.624,43.79,56.21,0.0,8.19,25.19
779,BC779,118.86,38.79,133.637,49.684,126.271,14.15,0.04,33.976,0.109,51.491,13.09,3.15,90.88,5.97,4.0,33.25
780,BC780,118.82,38.77,126.824,47.414,125.588,16.269,0.04,29.898,0.09,47.823,11.199,0.25,69.53,30.22,2.63,30.26
781,BC781,118.85,38.84,102.565,46.588,112.313,12.673,0.04,31.79,0.121,42.433,13.093,30.05,69.95,0.0,8.16,22.75
782,BC782,118.88,38.84,66.67,12.809,75.211,10.548,0.04,21.829,0.126,30.879,11.482,0.0,99.99,0.01,1.54,26.66
783,BC783,118.71,38.75,92.346,30.003,81.209,11.171,0.04,27.83,0.175,24.02,11.415,0.0,100.0,0.0,5.94,22.87
784,BC784,118.85,38.85,84.979,38.153,89.994,8.756,0.04,25.299,0.066,49.575,12.753,2.7,0.9,96.39,8.23,23.41
785,BC785,118.97,38.91,95.982,12.34,104.384,10.924,0.04,26.163,0.122,26.844,11.749,0.53,0.88,98.6,7.29,29.03
786,BC786,118.49,38.9,131.469,49.652,125.273,19.901,0.04,33.692,0.027,36.593,12.596,91.42,0.09,8.49,8.23,29.1
787,BC787,118.82,38.92,70.701,23.165,46.964,8.831,0.04,16.765,0.062,35.805,10.705,0.63,0.87,98.49,7.19,29.85
788,BC788,118.86,38.78,34.381,24.452,24.889,13.999,0.04,24.349,0.138,27.459,11.464,2.9,0.9,96.19,6.53,22.53
